time,S,I,R
0.0,95,5,0
1.0,0,92,8
2.0,0,83,17
3.0,0,77,23
4.0,0,68,32
5.0,0,64,36
6.0,0,59,41
7.0,0,54,46
8.0,0,50,50
9.0,0,48,52
10.0,0,43,57
11.0,0,42,58
12.0,0,36,64
13.0,0,34,66
14.0,0,33,67
15.0,0,30,70
16.0,0,27,73
17.0,0,26,74
18.0,0,21,79
19.0,0,17,83
20.0,0,15,85
21.0,0,15,85
22.0,0,15,85
23.0,0,13,87
24.0,0,13,87
25.0,0,13,87
26.0,0,13,87
27.0,0,12,88
28.0,0,12,88
29.0,0,11,89
30.0,0,10,90
31.0,0,10,90
32.0,0,9,91
33.0,0,9,91
34.0,0,8,92
35.0,0,7,93
36.0,0,5,95
37.0,0,5,95
38.0,0,5,95
39.0,0,4,96
40.0,0,4,96
41.0,0,3,97
42.0,0,3,97
43.0,0,2,98
44.0,0,1,99
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
50.0,0,0,100
51.0,0,0,100
52.0,0,0,100
53.0,0,0,100
54.0,0,0,100
55.0,0,0,100
56.0,0,0,100
57.0,0,0,100
58.0,0,0,100
59.0,0,0,100
60.0,0,0,100
61.0,0,0,100
62.0,0,0,100
63.0,0,0,100
64.0,0,0,100
65.0,0,0,100
66.0,0,0,100
67.0,0,0,100
68.0,0,0,100
69.0,0,0,100
70.0,0,0,100
71.0,0,0,100
72.0,0,0,100
73.0,0,0,100
74.0,0,0,100
75.0,0,0,100
76.0,0,0,100
77.0,0,0,100
78.0,0,0,100
79.0,0,0,100
80.0,0,0,100
81.0,0,0,100
82.0,0,0,100
83.0,0,0,100
84.0,0,0,100
85.0,0,0,100
86.0,0,0,100
87.0,0,0,100
88.0,0,0,100
89.0,0,0,100
90.0,0,0,100
91.0,0,0,100
92.0,0,0,100
93.0,0,0,100
94.0,0,0,100
95.0,0,0,100
96.0,0,0,100
97.0,0,0,100
98.0,0,0,100
99.0,0,0,100
100.0,0,0,100
101.0,0,0,100
102.0,0,0,100
103.0,0,0,100
104.0,0,0,100
105.0,0,0,100
106.0,0,0,100
107.0,0,0,100
108.0,0,0,100
109.0,0,0,100
110.0,0,0,100
111.0,0,0,100
112.0,0,0,100
113.0,0,0,100
114.0,0,0,100
115.0,0,0,100
116.0,0,0,100
117.0,0,0,100
118.0,0,0,100
119.0,0,0,100
